MEDIDAS	AEROPUERTO_BASE	AEROPUERTO_ESCALA	MOVIMIENTO_AERONAVE	SERVICIO_AEREO	TIME_PERIOD	OBS_VALUE	ESTADO_OBSERVACION	CONFIDENCIALIDAD_OBSERVACION
PASAJEROS	ES_GCXO	ES706	_T	NON_SCHEDULED	2020-M01	1	P	
PASAJEROS	ES_GCXO	ES706	_T	NON_SCHEDULED	2020-M09	1	P	
PASAJEROS	ES_GCXO	ES706	_T	SCHEDULED	2020-M01	5049	P	
PASAJEROS	ES_GCXO	ES706	_T	SCHEDULED	2020-M02	4796	P	
PASAJEROS	ES_GCXO	ES706	_T	SCHEDULED	2020-M03	2197	P	
PASAJEROS	ES_GCXO	ES706	_T	SCHEDULED	2020-M06	1580	P	
PASAJEROS	ES_GCXO	ES706	_T	SCHEDULED	2020-M07	3326	P	
PASAJEROS	ES_GCXO	ES706	_T	SCHEDULED	2020-M08	4276	P	
PASAJEROS	ES_GCXO	ES706	_T	SCHEDULED	2020-M09	3477	P	
PASAJEROS	ES_GCXO	ES706	_T	SCHEDULED	2020-M10	4903	P	
PASAJEROS	ES_GCXO	ES706	_T	SCHEDULED	2020-M11	4119	P	
PASAJEROS	ES_GCXO	ES706	_T	SCHEDULED	2020-M12	3989	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M01	54911	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M02	53144	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M03	26212	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M04	2182	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M05	5025	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M06	22008	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M07	46337	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M08	48482	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M09	38438	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M10	39873	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M11	37048	P	
PASAJEROS	ES_GCXO	ES707	_T	COMMERCIAL	2020-M12	31045	P	
PASAJEROS	ES_GCXO	ES707	_T	NON_SCHEDULED	2020-M01	1	P	
PASAJEROS	ES_GCXO	ES707	_T	NON_SCHEDULED	2020-M02	1	P	
PASAJEROS	ES_GCXO	ES707	_T	NON_SCHEDULED	2020-M03	1	P	
PASAJEROS	ES_GCXO	ES707	_T	NON_SCHEDULED	2020-M04	1	P	
PASAJEROS	ES_GCXO	ES707	_T	NON_SCHEDULED	2020-M06	1	P	
PASAJEROS	ES_GCXO	ES707	_T	NON_SCHEDULED	2020-M07	1	P	
PASAJEROS	ES_GCXO	ES707	_T	NON_SCHEDULED	2020-M08	3	P	
PASAJEROS	ES_GCXO	ES707	_T	NON_SCHEDULED	2020-M09	3	P	
PASAJEROS	ES_GCXO	ES707	_T	NON_SCHEDULED	2020-M10	2	P	
PASAJEROS	ES_GCXO	ES707	_T	NON_SCHEDULED	2020-M11	1	P	
PASAJEROS	ES_GCXO	ES707	_T	NON_SCHEDULED	2020-M12	1	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M01	54910	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M02	53143	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M03	26211	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M04	2181	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M05	5025	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M06	22007	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M07	46336	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M08	48479	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M09	38435	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M10	39871	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M11	37047	P	
PASAJEROS	ES_GCXO	ES707	_T	SCHEDULED	2020-M12	31044	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL	2020-M01	27762	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL	2020-M02	29625	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL	2020-M03	12972	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL	2020-M05	1126	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL	2020-M06	10874	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL	2020-M07	27596	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL	2020-M08	38410	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL	2020-M09	24669	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL	2020-M10	22200	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL	2020-M11	18314	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL	2020-M12	17409	P	
PASAJEROS	ES_GCXO	ES708	_T	COMMERCIAL_O	2020-M08	2	P	
PASAJEROS	ES_GCXO	ES708	_T	NON_SCHEDULED	2020-M01	3	P	
PASAJEROS	ES_GCXO	ES708	_T	NON_SCHEDULED	2020-M02	1	P	
PASAJEROS	ES_GCXO	ES708	_T	NON_SCHEDULED	2020-M03	2	P	
PASAJEROS	ES_GCXO	ES708	_T	NON_SCHEDULED	2020-M06	1	P	
PASAJEROS	ES_GCXO	ES708	_T	NON_SCHEDULED	2020-M07	2	P	
PASAJEROS	ES_GCXO	ES708	_T	NON_SCHEDULED	2020-M08	3	P	
PASAJEROS	ES_GCXO	ES708	_T	NON_SCHEDULED	2020-M10	1	P	
PASAJEROS	ES_GCXO	ES708	_T	NON_SCHEDULED	2020-M11	1	P	
PASAJEROS	ES_GCXO	ES708	_T	SCHEDULED	2020-M01	27759	P	
PASAJEROS	ES_GCXO	ES708	_T	SCHEDULED	2020-M02	29624	P	
PASAJEROS	ES_GCXO	ES708	_T	SCHEDULED	2020-M03	12970	P	
PASAJEROS	ES_GCXO	ES708	_T	SCHEDULED	2020-M05	1126	P	
PASAJEROS	ES_GCXO	ES708	_T	SCHEDULED	2020-M06	10873	P	
PASAJEROS	ES_GCXO	ES708	_T	SCHEDULED	2020-M07	27594	P	
PASAJEROS	ES_GCXO	ES708	_T	SCHEDULED	2020-M08	38405	P	
PASAJEROS	ES_GCXO	ES708	_T	SCHEDULED	2020-M09	24669	P	
PASAJEROS	ES_GCXO	ES708	_T	SCHEDULED	2020-M10	22199	P	
PASAJEROS	ES_GCXO	ES708	_T	SCHEDULED	2020-M11	18313	P	
PASAJEROS	ES_GCXO	ES708	_T	SCHEDULED	2020-M12	17409	P	
PASAJEROS	ES_GCXO	ES709	_T	COMMERCIAL	2020-M09	2	P	
PASAJEROS	ES_GCXO	ES709	_T	NON_SCHEDULED	2020-M09	2	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M01	19043	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M02	20744	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M03	9625	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M04	145	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M05	259	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M06	7139	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M07	20003	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M08	29458	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M09	21067	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M10	17184	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M11	13404	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	COMMERCIAL	2020-M12	12420	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	NON_SCHEDULED	2020-M02	5	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	NON_SCHEDULED	2020-M05	1	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	NON_SCHEDULED	2020-M09	1	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	NON_SCHEDULED	2020-M11	7	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M01	19043	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M02	20739	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M03	9625	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M04	145	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M05	258	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M06	7139	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M07	20003	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M08	29458	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M09	21066	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M10	17184	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M11	13397	P	
PASAJEROS	ES_GCXO	ES_GCFV	_T	SCHEDULED	2020-M12	12420	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	COMMERCIAL	2020-M01	5050	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	COMMERCIAL	2020-M02	4796	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	COMMERCIAL	2020-M03	2197	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	COMMERCIAL	2020-M06	1580	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	COMMERCIAL	2020-M07	3326	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	COMMERCIAL	2020-M08	4276	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	COMMERCIAL	2020-M09	3478	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	COMMERCIAL	2020-M10	4903	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	COMMERCIAL	2020-M11	4119	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	COMMERCIAL	2020-M12	3989	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	NON_SCHEDULED	2020-M01	1	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	NON_SCHEDULED	2020-M09	1	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	SCHEDULED	2020-M01	5049	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	SCHEDULED	2020-M02	4796	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	SCHEDULED	2020-M03	2197	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	SCHEDULED	2020-M06	1580	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	SCHEDULED	2020-M07	3326	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	SCHEDULED	2020-M08	4276	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	SCHEDULED	2020-M09	3477	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	SCHEDULED	2020-M10	4903	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	SCHEDULED	2020-M11	4119	P	
PASAJEROS	ES_GCXO	ES_GCGM	_T	SCHEDULED	2020-M12	3989	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M01	17463	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M02	15664	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M03	8151	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M04	676	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M05	1768	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M06	8336	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M07	15987	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M08	18526	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M09	13930	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M10	14458	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M11	13271	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	COMMERCIAL	2020-M12	11539	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	NON_SCHEDULED	2020-M05	53	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	NON_SCHEDULED	2020-M06	5	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	NON_SCHEDULED	2020-M07	4	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	NON_SCHEDULED	2020-M08	5	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	NON_SCHEDULED	2020-M09	4	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	NON_SCHEDULED	2020-M10	4	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	NON_SCHEDULED	2020-M11	2	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M01	17463	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M02	15664	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M03	8151	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M04	676	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M05	1715	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M06	8331	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M07	15983	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M08	18521	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M09	13926	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M10	14454	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M11	13269	P	
PASAJEROS	ES_GCXO	ES_GCHI	_T	SCHEDULED	2020-M12	11539	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M01	54911	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M02	53144	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M03	26212	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M04	2182	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M05	5025	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M06	22008	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M07	46337	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M08	48482	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M09	38438	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M10	39873	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M11	37048	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	COMMERCIAL	2020-M12	31045	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	NON_SCHEDULED	2020-M01	1	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	NON_SCHEDULED	2020-M02	1	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	NON_SCHEDULED	2020-M03	1	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	NON_SCHEDULED	2020-M04	1	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	NON_SCHEDULED	2020-M06	1	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	NON_SCHEDULED	2020-M07	1	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	NON_SCHEDULED	2020-M08	3	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	NON_SCHEDULED	2020-M09	3	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	NON_SCHEDULED	2020-M10	2	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	NON_SCHEDULED	2020-M11	1	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	NON_SCHEDULED	2020-M12	1	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M01	54910	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M02	53143	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M03	26211	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M04	2181	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M05	5025	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M06	22007	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M07	46336	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M08	48479	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M09	38435	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M10	39871	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M11	37047	P	
PASAJEROS	ES_GCXO	ES_GCLA	_T	SCHEDULED	2020-M12	31044	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M01	75324	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M02	76584	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M03	36296	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M04	3021	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M05	6606	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M06	26362	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M07	46647	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M08	38809	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M09	35579	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M10	46173	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M11	43842	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL	2020-M12	36128	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	COMMERCIAL_O	2020-M01	25	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	NON_SCHEDULED	2020-M06	32	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	NON_SCHEDULED	2020-M07	7	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	NON_SCHEDULED	2020-M08	2	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	NON_SCHEDULED	2020-M09	4	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	NON_SCHEDULED	2020-M10	3	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	NON_SCHEDULED	2020-M11	46	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	NON_SCHEDULED	2020-M12	1	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M01	75299	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M02	76584	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M03	36296	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M04	3021	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M05	6606	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M06	26330	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M07	46640	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M08	38807	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M09	35575	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M10	46170	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M11	43796	P	
PASAJEROS	ES_GCXO	ES_GCLP	_T	SCHEDULED	2020-M12	36127	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL	2020-M01	27762	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL	2020-M02	29625	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL	2020-M03	12972	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL	2020-M05	1126	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL	2020-M06	10874	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL	2020-M07	27596	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL	2020-M08	38410	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL	2020-M09	24669	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL	2020-M10	22200	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL	2020-M11	18314	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL	2020-M12	17409	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	COMMERCIAL_O	2020-M08	2	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	NON_SCHEDULED	2020-M01	3	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	NON_SCHEDULED	2020-M02	1	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	NON_SCHEDULED	2020-M03	2	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	NON_SCHEDULED	2020-M06	1	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	NON_SCHEDULED	2020-M07	2	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	NON_SCHEDULED	2020-M08	3	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	NON_SCHEDULED	2020-M10	1	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	NON_SCHEDULED	2020-M11	1	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	SCHEDULED	2020-M01	27759	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	SCHEDULED	2020-M02	29624	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	SCHEDULED	2020-M03	12970	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	SCHEDULED	2020-M05	1126	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	SCHEDULED	2020-M06	10873	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	SCHEDULED	2020-M07	27594	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	SCHEDULED	2020-M08	38405	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	SCHEDULED	2020-M09	24669	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	SCHEDULED	2020-M10	22199	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	SCHEDULED	2020-M11	18313	P	
PASAJEROS	ES_GCXO	ES_GCRR	_T	SCHEDULED	2020-M12	17409	P	
PASAJEROS	ES_GCXO	ES_GCTS	_T	COMMERCIAL	2020-M09	1	P	
PASAJEROS	ES_GCXO	ES_GCTS	_T	NON_SCHEDULED	2020-M09	1	P	
PASAJEROS	ES_GCXO	ES_GCXO	_T	COMMERCIAL	2020-M09	1	P	
PASAJEROS	ES_GCXO	ES_GCXO	_T	NON_SCHEDULED	2020-M09	1	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	COMMERCIAL	2020-M01	6709	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	COMMERCIAL	2020-M02	6770	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	COMMERCIAL	2020-M03	2781	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	COMMERCIAL	2020-M07	3044	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	COMMERCIAL	2020-M08	4929	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	COMMERCIAL	2020-M09	3728	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	COMMERCIAL	2020-M10	3272	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	COMMERCIAL	2020-M11	2317	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	COMMERCIAL	2020-M12	2991	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	SCHEDULED	2020-M01	6709	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	SCHEDULED	2020-M02	6770	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	SCHEDULED	2020-M03	2781	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	SCHEDULED	2020-M07	3044	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	SCHEDULED	2020-M08	4929	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	SCHEDULED	2020-M09	3728	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	SCHEDULED	2020-M10	3272	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	SCHEDULED	2020-M11	2317	P	
PASAJEROS	ES_GCXO	ES_LEAL	_T	SCHEDULED	2020-M12	2991	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	COMMERCIAL	2020-M01	5304	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	COMMERCIAL	2020-M02	3953	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	COMMERCIAL	2020-M03	886	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	COMMERCIAL	2020-M07	5144	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	COMMERCIAL	2020-M08	7391	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	COMMERCIAL	2020-M09	3683	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	COMMERCIAL	2020-M10	1293	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	COMMERCIAL	2020-M12	1155	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	NON_SCHEDULED	2020-M01	1678	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	NON_SCHEDULED	2020-M02	1017	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	NON_SCHEDULED	2020-M10	46	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	NON_SCHEDULED	2020-M12	48	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	SCHEDULED	2020-M01	3626	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	SCHEDULED	2020-M02	2936	P	
PASAJEROS	ES_GCXO	ES_LEAS	_T	SCHEDULED	2020-M03	886	P	
